user_id,account_holder,user_profile,amount,txn_hour,country,city,new_device,new_payee,merchant_category,channel,is_fraud
1,A,Night_Owl,379.89508297611894,22,India,Hyderabad,0,0,Lifestyle,UPI,0
1,A,Night_Owl,522.8442789955634,1,India,Hyderabad,0,0,Travel,Card_Online,0
1,A,Night_Owl,1957.8380158258828,21,India,Hyderabad,0,1,Lifestyle,Card_Online,0
1,A,Night_Owl,1460.1741779195684,23,India,Hyderabad,1,0,Bills,Card_Swipe,0
1,A,Night_Owl,943.6062779894049,0,India,Hyderabad,0,0,Fuel,UPI,0
1,A,Night_Owl,1333.6790243528021,22,India,Hyderabad,1,0,Electronics,Card_Online,0
1,A,Night_Owl,1339.8396051418717,0,India,Hyderabad,1,1,Services,Card_Online,0
1,A,Night_Owl,1362.2028294364707,2,India,Hyderabad,0,1,Food,Card_Online,0
1,A,Night_Owl,393.27455043186217,23,India,Hyderabad,0,0,Grocery,Card_Online,0
1,A,Night_Owl,551.591621036881,22,India,Hyderabad,0,1,Lifestyle,UPI,0
1,A,Night_Owl,491.17231882864985,0,India,Hyderabad,0,0,Medical,Card_Online,0
1,A,Night_Owl,836.9332665316737,3,India,Hyderabad,0,0,Bills,UPI,0
1,A,Night_Owl,656.98820735859,1,India,Hyderabad,0,0,Bills,Card_Online,0
1,A,Night_Owl,928.0381370235665,23,India,Hyderabad,0,0,Grocery,UPI,0
1,A,Night_Owl,1566.9264543173433,22,India,Hyderabad,0,1,Food,NEFT,0
1,A,Night_Owl,605.0390781387291,23,India,Hyderabad,0,0,Grocery,UPI,0
1,A,Night_Owl,1.0,21,India,Hyderabad,0,0,Fuel,RTGS,0
1,A,Night_Owl,1801.8922475466254,23,India,Hyderabad,0,0,Food,UPI,0
1,A,Night_Owl,2142.3358637055294,3,India,Hyderabad,0,0,Bills,UPI,0
1,A,Night_Owl,1198.4225440143628,0,India,Hyderabad,1,0,Medical,Card_Online,0
1,A,Night_Owl,1399.217365455735,1,India,Mumbai,0,0,Grocery,UPI,0
1,A,Night_Owl,1.0,23,India,Bangalore,0,0,Electronics,Card_Online,0
1,A,Night_Owl,717.3749710765662,23,India,Hyderabad,0,0,Fuel,Card_Online,0
1,A,Night_Owl,393.27294559432494,20,India,Hyderabad,0,0,Bills,NEFT,0
1,A,Night_Owl,977.0050284931808,2,India,Hyderabad,0,0,Bills,Card_Online,0
1,A,Night_Owl,1044.141238122774,2,India,Hyderabad,0,0,Lifestyle,Card_Online,0
1,A,Night_Owl,1303.032340842986,1,India,Hyderabad,0,0,Travel,Card_Online,0
1,A,Night_Owl,1.0,23,India,Hyderabad,0,0,Services,Card_Online,0
1,A,Night_Owl,1212.2422035344944,22,India,Delhi,0,1,Lifestyle,Card_Online,0
1,A,Night_Owl,135.09017674472648,21,India,Hyderabad,0,0,Travel,UPI,0
1,A,Night_Owl,366.7189817502666,3,India,Hyderabad,0,0,Lifestyle,Card_Online,0
1,A,Night_Owl,1242.186312520206,20,India,Hyderabad,0,0,Bills,Card_Online,0
1,A,Night_Owl,683.4518931756153,23,India,Hyderabad,0,0,Fuel,Card_Online,0
1,A,Night_Owl,1355.2510619751067,21,India,Hyderabad,0,0,Bills,UPI,0
1,A,Night_Owl,1659.7041275447846,1,India,Hyderabad,0,0,Grocery,Card_Online,0
1,A,Night_Owl,1835.4701632307876,3,India,Hyderabad,0,0,Fuel,UPI,0
1,A,Night_Owl,863.6611524509447,22,India,Hyderabad,0,0,Medical,UPI,0
1,A,Night_Owl,1313.5481930017054,20,India,Hyderabad,0,0,Fuel,UPI,0
1,A,Night_Owl,1454.416090680959,1,India,Hyderabad,0,0,Grocery,UPI,0
1,A,Night_Owl,410.053436552461,3,India,Chennai,0,0,Medical,UPI,0
1,A,Night_Owl,472.1685794303188,23,India,Pune,0,0,Lifestyle,Card_Swipe,0
1,A,Night_Owl,1774.9124861241867,21,India,Hyderabad,0,0,Fuel,UPI,0
1,A,Night_Owl,1129.901540288335,2,India,Hyderabad,0,0,Grocery,Card_Online,0
1,A,Night_Owl,2409.132367713454,23,India,Hyderabad,0,0,Food,UPI,0
1,A,Night_Owl,771.8520793370949,23,India,Hyderabad,0,0,Medical,UPI,0
1,A,Night_Owl,1316.0593211074424,23,India,Hyderabad,0,0,Travel,Card_Online,0
1,A,Night_Owl,1481.2087027692853,23,India,Hyderabad,0,0,Services,UPI,0
1,A,Night_Owl,789.3708265079033,20,India,Bangalore,0,1,Medical,UPI,0
